0.0000,-1,-1
0.0417,-1,-1
0.0834,-1,-1
0.1251,-1,-1
0.1668,-1,-1
0.2085,-1,-1
0.2503,-1,-1
0.2920,-1,-1
0.3337,-1,-1
0.3754,-1,-1
0.4171,-1,-1
0.4588,-1,-1
0.5005,-1,-1
0.5422,-1,-1
0.5839,-1,-1
0.6256,-1,-1
0.6673,-1,-1
0.7090,-1,-1
0.7507,-1,-1
0.7925,-1,-1
0.8342,-1,-1
0.8759,-1,-1
0.9176,-1,-1
0.9593,-1,-1
1.0010,-1,-1
1.0427,-1,-1
1.0844,-1,-1
1.1261,-1,-1
1.1678,-1,-1
1.2095,-1,-1
1.2513,-1,-1
1.2930,-1,-1
1.3347,-1,-1
1.3764,-1,-1
1.4181,-1,-1
1.4598,-1,-1
1.5015,-1,-1
1.5432,-1,-1
1.5849,-1,-1
1.6266,-1,-1
1.6683,-1,-1
1.7100,-1,-1
1.7518,-1,-1
1.7935,-1,-1
1.8352,-1,-1
1.8769,-1,-1
1.9186,-1,-1
1.9603,-1,-1
2.0020,-1,-1
2.0437,-1,-1
2.0854,-1,-1
2.1271,-1,-1
2.1688,-1,-1
2.2105,-1,-1
2.2522,-1,-1
2.2940,-1,-1
2.3357,-1,-1
2.3774,-1,-1
2.4191,-1,-1
2.4608,-1,-1
2.5025,-1,-1
2.5442,-1,-1
2.5859,-1,-1
2.6276,-1,-1
2.6693,-1,-1
2.7110,-1,-1
2.7528,-1,-1
2.7945,-1,-1
2.8362,-1,-1
2.8779,-1,-1
2.9196,-1,-1
2.9613,-1,-1
3.0030,-1,-1
3.0447,-1,-1
3.0864,-1,-1
3.1281,-1,-1
3.1698,-1,-1
3.2115,-1,-1
3.2533,-1,-1
3.2950,-1,-1
3.3367,-1,-1
3.3784,-1,-1
3.4201,-1,-1
3.4618,-1,-1
3.5035,-1,-1
3.5452,-1,-1
3.5869,-1,-1
3.6286,-1,-1
3.6703,-1,-1
3.7120,-1,-1
3.7537,-1,-1
3.7955,-1,-1
3.8372,-1,-1
3.8789,-1,-1
3.9206,-1,-1
3.9623,-1,-1
4.0040,-1,-1
4.0457,-1,-1
4.0874,-1,-1
4.1291,-1,-1
4.1708,-1,-1
4.2125,-1,-1
4.2543,-1,-1
4.2960,-1,-1
4.3377,-1,-1
4.3794,-1,-1
4.4211,-1,-1
4.4628,-1,-1
4.5045,-1,-1
4.5462,-1,-1
4.5879,-1,-1
4.6296,-1,-1
4.6713,-1,-1
4.7130,-1,-1
4.7548,-1,-1
4.7965,-1,-1
4.8382,-1,-1
4.8799,-1,-1
4.9216,-1,-1
4.9633,-1,-1
5.0050,-1,-1
5.0467,-1,-1
5.0884,-1,-1
5.1301,-1,-1
5.1718,-1,-1
5.2135,-1,-1
5.2552,-1,-1
5.2970,-1,-1
5.3387,-1,-1
5.3804,-1,-1
5.4221,-1,-1
5.4638,-1,-1
5.5055,-1,-1
5.5472,-1,-1
5.5889,-1,-1
5.6306,-1,-1
5.6723,-1,-1
5.7140,-1,-1
5.7558,-1,-1
5.7975,-1,-1
5.8392,-1,-1
5.8809,-1,-1
5.9226,-1,-1
5.9643,-1,-1
6.0060,-1,-1
6.0477,-1,-1
6.0894,-1,-1
6.1311,-1,-1
6.1728,-1,-1
6.2145,-1,-1
6.2563,-1,-1
6.2980,-1,-1
6.3397,-1,-1
6.3814,-1,-1
6.4231,-1,-1
6.4648,-1,-1
6.5065,-1,-1
6.5482,-1,-1
6.5899,-1,-1
6.6316,-1,-1
6.6733,-1,-1
6.7150,-1,-1
6.7567,-1,-1
6.7985,-1,-1
6.8402,-1,-1
6.8819,-1,-1
6.9236,-1,-1
6.9653,-1,-1
7.0070,-1,-1
7.0487,-1,-1
7.0904,-1,-1
7.1321,-1,-1
7.1738,-1,-1
7.2155,-1,-1
7.2572,-1,-1
7.2990,-1,-1
7.3407,-1,-1
7.3824,-1,-1
7.4241,-1,-1
7.4658,-1,-1
7.5075,-1,-1
7.5492,-1,-1
7.5909,-1,-1
7.6326,-1,-1
7.6743,-1,-1
7.7160,-1,-1
7.7578,-1,-1
7.7995,-1,-1
7.8412,-1,-1
7.8829,-1,-1
7.9246,-1,-1
7.9663,-1,-1
8.0080,-1,-1
8.0497,-1,-1
8.0914,-1,-1
8.1331,-1,-1
8.1748,-1,-1
8.2165,-1,-1
8.2582,-1,-1
8.3000,-1,-1
8.3417,-1,-1
8.3834,-1,-1
8.4251,-1,-1
8.4668,-1,-1
8.5085,-1,-1
8.5502,-1,-1
8.5919,-1,-1
8.6336,-1,-1
8.6753,-1,-1
8.7170,-1,-1
8.7588,-1,-1
8.8005,-1,-1
8.8422,-1,-1
8.8839,-1,-1
8.9256,-1,-1
8.9673,-1,-1
9.0090,-1,-1
9.0507,-1,-1
9.0924,-1,-1
9.1341,-1,-1
9.1758,-1,-1
9.2175,-1,-1
9.2593,-1,-1
9.3010,-1,-1
9.3427,-1,-1
9.3844,-1,-1
9.4261,-1,-1
9.4678,-1,-1
9.5095,-1,-1
9.5512,-1,-1
9.5929,-1,-1
9.6346,-1,-1
9.6763,-1,-1
9.7180,-1,-1
9.7597,-1,-1
9.8015,-1,-1
9.8432,-1,-1
9.8849,-1,-1
9.9266,-1,-1
9.9683,-1,-1
10.0100,-1,-1
10.0517,-1,-1
10.0934,-1,-1
10.1351,-1,-1
10.1768,-1,-1
10.2185,-1,-1
10.2603,-1,-1
10.3020,-1,-1
10.3437,-1,-1
10.3854,-1,-1
10.4271,-1,-1
10.4688,-1,-1
10.5105,-1,-1
10.5522,-1,-1
10.5939,-1,-1
10.6356,-1,-1
10.6773,-1,-1
10.7190,-1,-1
10.7608,-1,-1
10.8025,-1,-1
10.8442,-1,-1
10.8859,-1,-1
10.9276,-1,-1
10.9693,-1,-1
11.0110,-1,-1
11.0527,-1,-1
11.0944,-1,-1
11.1361,-1,-1
11.1778,-1,-1
11.2195,-1,-1
11.2612,-1,-1
11.3030,-1,-1
11.3447,-1,-1
11.3864,-1,-1
11.4281,-1,-1
11.4698,-1,-1
11.5115,-1,-1
11.5532,-1,-1
11.5949,-1,-1
11.6366,-1,-1
11.6783,-1,-1
11.7200,-1,-1
11.7618,-1,-1
11.8035,-1,-1
11.8452,-1,-1
11.8869,-1,-1
11.9286,-1,-1
11.9703,-1,-1
12.0120,-1,-1
12.0537,-1,-1
12.0954,-1,-1
12.1371,-1,-1
12.1788,-1,-1
12.2205,-1,-1
12.2623,-1,-1
12.3040,-1,-1
12.3457,-1,-1
12.3874,-1,-1
12.4291,-1,-1
12.4708,-1,-1
12.5125,-1,-1
12.5542,-1,-1
12.5959,-1,-1
12.6376,-1,-1
12.6793,-1,-1
12.7210,-1,-1
12.7627,-1,-1
12.8045,-1,-1
12.8462,-1,-1
12.8879,-1,-1
12.9296,-1,-1
12.9713,-1,-1
13.0130,-1,-1
13.0547,-1,-1
13.0964,-1,-1
13.1381,-1,-1
13.1798,-1,-1
13.2215,-1,-1
13.2633,-1,-1
13.3050,-1,-1
13.3467,-1,-1
13.3884,-1,-1
13.4301,-1,-1
13.4718,-1,-1
13.5135,-1,-1
13.5552,-1,-1
13.5969,-1,-1
13.6386,-1,-1
13.6803,-1,-1
13.7220,-1,-1
13.7637,-1,-1
13.8055,-1,-1
13.8472,-1,-1
